,unique_id,speech_type,link
185,273083,Entretien,https://www.vie-publique.fr/discours/273083-entretien-amelie-de-montchalin-23012020-budget-communautaire
186,273076,Déclaration,https://www.vie-publique.fr/discours/273076-emmanuel-macron-23012020-antisemitisme
187,273273,Déclaration,https://www.vie-publique.fr/discours/273273-edouard-philippe-23012020-porte-avions-charles-de-gaulle-en-mission
188,273203,Déclaration,https://www.vie-publique.fr/discours/273203-amelie-de-montchalin-23012020-union-europeenne
189,273073,Déclaration,https://www.vie-publique.fr/discours/273073-emmanuel-macron-23012020-france-israel
190,273023,Interview,https://www.vie-publique.fr/discours/273023-muriel-penicaud-23012020-forum-davos-capitalisme-taxe-gafa-retraites
191,273069,Déclaration,https://www.vie-publique.fr/discours/273069-agnes-pannier-runacher-22012020-hadopi
192,272926,Déclaration,https://www.vie-publique.fr/discours/272926-emmanuel-macron-22012020-france-israel
193,273070,Déclaration,https://www.vie-publique.fr/discours/273070-florence-parly-22012020-politique-de-defense
194,272942,Interview,https://www.vie-publique.fr/discours/272942-annick-girardin-22012020-saint-pierre-et-miquelon
195,273235,Déclaration,https://www.vie-publique.fr/discours/273235-jacqueline-gourault-22012020-metropoles-regionales
196,272940,Interview,https://www.vie-publique.fr/discours/272940-cedric-o-24012020-economie-numerique
197,273122,Déclaration,https://www.vie-publique.fr/discours/273122-jean-yves-le-drian-22012020-rayonnement-culturel
198,273026,Interview,https://www.vie-publique.fr/discours/273026-laurent-pietraszewski-22012020-projet-de-loi-reforme-des-retraites
199,272920,Déclaration,https://www.vie-publique.fr/discours/272920-genevieve-darrieussecq-21012020-anciens-combattants
200,272949,Déclaration,https://www.vie-publique.fr/discours/272949-agnes-buzyn-21012020-nouvelle-etape-projet-de-loi-de-bioethique
201,273538,Déclaration,https://www.vie-publique.fr/discours/273538-christophe-castaner-21012020-protestantisme
202,272893,Déclaration,https://www.vie-publique.fr/discours/272893-bruno-le-maire-21012020-internet
203,273231,Déclaration,https://www.vie-publique.fr/discours/273231-jacqueline-gourault-21012020-relations-etat-collectivites-locales
204,273065,Déclarations,https://www.vie-publique.fr/discours/273065-nicole-belloubet-21012020-bioethique
205,272952,Déclaration,https://www.vie-publique.fr/discours/272952-franck-riester-21012020-lutte-contre-le-harcelement-sexuel-medias
206,273007,Déclaration,https://www.vie-publique.fr/discours/273007-marc-fesneau-21012020-assemblee-parlementaire-franco-allemande
207,272892,Déclaration,https://www.vie-publique.fr/discours/272892-jean-yves-le-drian-21012020-france-algerie
208,273270,Déclaration,https://www.vie-publique.fr/discours/273270-brune-poirson-21012020-projet-de-loi-antigaspillage-economie-circulaire
209,273066,Déclaration,https://www.vie-publique.fr/discours/273066-emmanuel-macron-21012020-politique-economique
210,272922,Interview,https://www.vie-publique.fr/discours/272922-julien-denormandie-21012020-politique-gouvernementale
211,272925,Interview,https://www.vie-publique.fr/discours/272925-agnes-buzyn-21012020-loi-bioethique-pma-crise-des-urgences
212,272910,Déclaration,https://www.vie-publique.fr/discours/272910-emmanuel-macron-20012020-politique-economique
213,272930,Interview,https://www.vie-publique.fr/discours/272930-marlene-schiappa-20012020-montee-de-la-violence-discrimination
214,272908,Interview,https://www.vie-publique.fr/discours/272908-bruno-le-maire-20012020-politique-economique
215,272917,Interview,https://www.vie-publique.fr/discours/272917-agnes-pannier-runacher-20012020-retraite
216,272865,Déclaration,https://www.vie-publique.fr/discours/272865-ministere-de-leurope-et-des-affaires-etrangeres-20012020-ormuz
217,273345,Déclaration,https://www.vie-publique.fr/discours/273345-genevieve-darrieussecq-20012020-ancien-combattant
218,272905,Interview,https://www.vie-publique.fr/discours/272905-nicole-belloubet-20012020-retraite
219,272868,Déclaration,https://www.vie-publique.fr/discours/272868-jean-yves-le-drian-20012020-union-europeenne
220,273371,Interview,https://www.vie-publique.fr/discours/273371-emmanuelle-wargon-20012020-attractivite-france-politique-energie
221,272831,Interview,https://www.vie-publique.fr/discours/272831-amelie-de-montchalin-17012020-election-presidentielle-2022
222,272835,Interview,https://www.vie-publique.fr/discours/272835-agnes-pannier-runacher-17012020-politique-economique
223,272883,Interview,https://www.vie-publique.fr/discours/272883-marlene-schiappa-17012020-candidature-pour-les-municipales
224,272849,Interview,https://www.vie-publique.fr/discours/272849-florence-parly-17112020-terrorisme
225,272856,Déclaration,https://www.vie-publique.fr/discours/272856-emmanuel-macron-17012020-politique-economique
226,272855,Interview,https://www.vie-publique.fr/discours/272855-jean-michel-blanquer-16012020-reforme-bac-lycee-salaire-enseignant
227,273063,Déclaration,https://www.vie-publique.fr/discours/273063-amelie-de-montchalin-16012020-collectivite-locale
