,titre,link,speech_type,prenom,nom,date,theme,fonct,unique_id
805,"Déclaration de Mme Nicole Belloubet, garde des sceaux, ministre de la justice, sur la Justice face aux défis du numérique en Europe, à Strasbourg le 14 octobre 2019.",https://www.vie-publique.fr/discours/271425-nicole-belloubet-14102019-justice,Déclaration,Nicole,Belloubet,2019-10-14T12:00:00Z,INSTITUTIONS,Ministre de la justice,271425
806,"Interview de M. Jean-Baptiste Djebbari, secrétaire d'État aux transports, à Public Sénat le 11 octobre 2019, sur les secteurs de l'automobile et du ferroviaire, le phénomène des radicalisations et l'appel à la grève des transports le 5 décembre.",https://www.vie-publique.fr/discours/272049-jean-baptiste-djebbari-11102019-radicalisations-greve-transports,Interview,Jean-Baptiste,Djebbari,2019-10-11T12:00:00Z,SOCIÉTÉ,Secrétaire d'État aux transports,272049
807,"Interview de Mme Amélie de Montchalin, secrétaire d'Etat aux affaires européennes, à France Inter le 11 octobre 2019, sur le rejet de la candidature de Sylvie Goulard au poste de commissaire au Marché intérieur, le Brexit et l'intervention militaire de la Turquie en Syrie.",https://www.vie-publique.fr/discours/271126-amelie-de-montchalin-11102019-union-europeenne,Interview,Amélie,de Montchalin,2019-10-11T12:00:00Z,INTERNATIONAL,Secrétaire d'Etat aux affaires européennes Nicolas Demorand,271126
808,"Interview de Mme Jacqueline Gourault, ministre de la cohésion des territoires et des relations avec les collectivités territoriales, à France Bleu Sud Lorraine le 11 octobre 2019, sur les relations entre l'État et les collectivités locales.",https://www.vie-publique.fr/discours/271125-jacqueline-gourault-11102019-relations-etat-collectivitites-locales,Interview,Jacqueline,Gourault,2019-10-11T12:00:00Z,INSTITUTIONS,Ministre de la cohésion des territoires et des relations avec les collectivités territoriales,271125
809,"Interview de M. Jean-Michel Blanquer, ministre de l'éducation nationale et de la jeunesse à Europe 1 le 10 octobre 2019, sur le suicide d'une directrice d'école à Pantin et les violences à l'école.",https://www.vie-publique.fr/discours/272985-jean-michel-blanquer-10102019-suicide-directrice-ecole-pantin,Interview,Jean-Michel,Blanquer,2019-10-10T12:00:00Z,SOCIÉTÉ,Ministre de l'éducation nationale et de la jeunesse,272985
810,"Déclaration de M. Bruno Le Maire, ministre de l'économie et des finances, sur la Zone euro et sur les tensions commerciales internationales, à Luxembourg le 10 octobre 2019.",https://www.vie-publique.fr/discours/271145-bruno-le-maire-10102019-politique-economique,Déclaration,Bruno,Le Maire,2019-10-10T12:00:00Z,ECONOMIE,Ministre de l'économie et des finances,271145
811,"Interview de Mme Emmanuelle Wargon, secrétaire d'État auprès de la ministre de la transition écologique et solidaire, à LCI le 10 octobre 2019, sur l'incendie de l'usine Lubrizol, la rénovation thermique des bâtiments et l'urgence climatique.",https://www.vie-publique.fr/discours/272348-emmanuelle-wargon-10102019-lubrizol-renovation-thermique-climat,Interview,Emmanuelle,Wargon,2019-10-10T12:00:00Z,SOCIÉTÉ,Secrétaire d'État auprès de la ministre de la transition écologique et solidaire,272348
812,"Interview de Mme Agnès Pannier-Runacher, secrétaire d'Etat auprès du ministre de l'économie et des finances, à BFM Business le 10 octobre 2019, sur la politique industrielle.",https://www.vie-publique.fr/discours/271100-agnes-pannier-runacher-10102019-politique-industrielle,Interview,Agnès,Pannier-Runacher,2019-10-10T12:00:00Z,ECONOMIE,Secrétaire d'Etat auprès du ministre de l'économie et des finances Hedwige Chevrillon,271100
813,"Déclaration de Mme Élisabeth Borne, ministre de la transition écologique et solidaire, sur la lutte contre le dérèglement climatique (neutralité carbone en 2050) et pour la préservation de la biodiversité, à Paris le 10 octobre 2019.",https://www.vie-publique.fr/discours/272413-elisabeth-borne-10102019-neutralite-carbone-en-2050-et-biodiversite,Déclaration,Elisabeth,Borne,2019-10-10T12:00:00Z,SOCIÉTÉ,Ministre de la transition écologique et solidaire,272413
814,"Déclaration de M. Emmanuel Macron, Président de la République, sur les efforts de la France en faveur de la lutte contre le Sida, la Tuberculose et le Paludisme, à Lyon le 10 octobre 2019.",https://www.vie-publique.fr/discours/271091-emmanuel-macron-10102019-sante-publique,Déclaration,Emmanuel,Macron,2019-10-10T12:00:00Z,SOCIÉTÉ,Président de la République,271091
815,"Déclaration de M. Emmanuel Macron, Président de la République, sur la lutte contre le Sida, la Tuberculose et le Paludisme, à Lyon le 10 octobre 2019.",https://www.vie-publique.fr/discours/271090-emmanuel-macron-10102019-sante-publique,Déclaration,Emmanuel,Macron,2019-10-10T12:00:00Z,SOCIÉTÉ,Président de la République,271090
816,"Interview de M. Didier Guillaume, ministre de l'agriculture et de l'alimentation, à Radio Classique le 10 octobre 2019, sur l'audition du ministre de l'intérieur devant le Sénat concernant l'attentat à la Préfecture de police de Paris et les questions agricoles.",https://www.vie-publique.fr/discours/271088-didier-guillaume-10102019-politique-gouvernementale,Interview,Didier,Guillaume,2019-10-10T12:00:00Z,INSTITUTIONS,Ministre de l'agriculture et de l'alimentation Guillaume Durand,271088
817,"Interview de Mme Nicole Belloubet, garde des sceaux, ministre de la justice, à RTL le 10 octobre 2019, sur la radicalisation dans l'administration, les djihadistes français retenus en Syrie, les violences conjugales et la gestation pour autrui.",https://www.vie-publique.fr/discours/271087-nicole-belloubet-10102019-terrorisme,Interview,Nicole,Belloubet,2019-10-10T12:00:00Z,SOCIÉTÉ,Ministre de la justice,271087
818,"Déclaration de M. Emmanuel Macron, président de la République, sur les efforts du gouvernement en faveur des entreprises, à Paris le 10 octobre 2019.",https://www.vie-publique.fr/discours/271148-emmanuel-macron-10102019-entreprises,Déclaration,Emmanuel,Macron,2019-10-10T12:00:00Z,ECONOMIE,Président de la République,271148
819,"Déclaration de M. Édouard Philippe, Premier ministre, sur l'organisation de l'avenir de la Nouvelle-Calédonie, à Paris le 10 octobre 2019.",https://www.vie-publique.fr/discours/271226-edouard-philippe-10102019-nouvelle-caledonie-accord-de-noumea,Déclaration,Edouard,Philippe,2019-10-10T12:00:00Z,INSTITUTIONS,Premier ministre,271226
820,"Interview de M. Jean-Yves le Drian, ministre de l'Europe et des affaires étrangères, à France 2 le 10 octobre 2019, sur l'intervention militaire de la Turquie en Syrie et le rejet de la candidature de Sylvie Goulard à un poste de commissaire européen.",https://www.vie-publique.fr/discours/271147-jean-yves-le-drian-10102019-france-syrie,Interview,Jean-Yves,Le Drian,2019-10-10T12:00:00Z,INTERNATIONAL,Ministre de l'Europe et des affaires étrangères,271147
821,"Interview de Mme Christelle Dubos, secrétaire d'État à la santé, à Radio Classique le 9 octobre 2019, sur le plan de lutte contre la pauvreté et le déploiement du revenu universel d'activité (RUA).",https://www.vie-publique.fr/discours/272933-christelle-dubos-09102019-pauvrete-revenu-universel-activite-rua,Interview,Christelle,Dubos,2019-10-09T12:00:00Z,SOCIÉTÉ,Secrétaire d'État à la santé,272933
822,"Déclaration de Mme Agnès Buzyn, ministre des solidarités et de la santé, sur la lutte contre les pandémies (sida, tuberculose et paludisme), notamment la prise en charge, la prévention et le diagnostic des personnes atteintes, Lyon le 9 octobre 2019.",https://www.vie-publique.fr/discours/272923-agnes-buzyn-09102019-lutte-contre-pandemies-medecine-preventive,Déclaration,Agnès,Buzyn,2019-10-09T12:00:00Z,SOCIÉTÉ,Ministre des solidarités et de la santé,272923
823,"Déclaration de M. Jean-Baptiste Lemoyne, secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères, en réponse à une question sur la situation en Algérie, au Sénat le 9 octobre 2019.",https://www.vie-publique.fr/discours/271042-jean-baptiste-lemoyne-09102019-france-algerie,Déclaration,Jean-Baptiste,Lemoyne,2019-10-09T12:00:00Z,INTERNATIONAL,Secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères,271042
824,"Interview de Mme Agnès Buzyn, ministre des solidarités et de la santé à France Info le 9 octobre 2019, sur les risques de pollution industrielle suite à l'incendie de l'usine Lubriziol à Rouen et les effets sur les riverains du site.",https://www.vie-publique.fr/discours/272921-agnes-buzyn-09102019-incendie-usine-lubrizol-rouen,Interview,Agnès,Buzyn,2019-10-09T12:00:00Z,SOCIÉTÉ,Ministre des solidarités et de la santé,272921
825,"Déclaration de Mme Agnès Buzyn, ministre des solidarités et de la santé, sur la lutte contre les pandémies (sida, tuberculose et paludisme), notamment la prise en charge, la prévention et le diagnostic des personnes atteintes, Lyon le 9 octobre 2019.",https://www.vie-publique.fr/discours/271872-agnes-buzyn-09102019-pandemies,Déclaration,Agnès,Buzyn,2019-10-09T12:00:00Z,SOCIÉTÉ,ministre des solidarités et de la santé,271872
826,"Déclaration de Mme Élisabeth Borne, ministre de la transition écologique et solidaire, sur le projet de budget du ministère pour 2020, à l'Assemblée nationale le 9 octobre 2019.",https://www.vie-publique.fr/discours/272412-elisabeth-borne-9102019-budget-environnement-pour-2020,Déclaration,Elisabeth,Borne,2019-10-09T12:00:00Z,SOCIÉTÉ,Ministre de la transition écologique et solidaire,272412
827,"Déclarations de M. Christophe Castaner, ministre de l'intérieur et de Mmes Amélie de Montchalin, secrétaire d'État chargée des affaires européennes et Christelle Dubos, secrétaire d'État auprès de la ministre des solidarités et de la santé, sur la politique migratoire de la France et de l'Europe, au Sénat le 9 octobre 2019.",https://www.vie-publique.fr/discours/271308-christophe-castaner-09102019-politique-de-limmigration,Déclarations,Christophe,Castaner,2019-10-09T12:00:00Z,SOCIÉTÉ,Ministre de l'intérieur Amélie de Montchalin,271308
828,"Interview de Mme Agnès Buzyn, ministre des solidarités et de la santé à France-Info le 9 octobre 2019, sur les risques de pollution industrielle suite à l'incendie de l'usine Lubriziol à Rouen et les effets sur les habitants riverains.",https://www.vie-publique.fr/discours/271885-agnes-buzyn-09102019-incendie-lubriziol,Interview,Agnès,Buzyn,2019-10-09T12:00:00Z,SOCIÉTÉ,ministre des solidarités et de la santé,271885
829,"Déclaration de M. Jean-Baptiste Lemoyne, secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères, en réponse à une question sur la situation des Kurdes en Syrie, au Sénat le 9 octobre 2019.",https://www.vie-publique.fr/discours/271041-jean-baptiste-lemoyne-09102019-kurde,Déclaration,Jean-Baptiste,Lemoyne,2019-10-09T12:00:00Z,INTERNATIONAL,Secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères,271041
830,"Interview de M. Didier Guillaume, ministre de l'agriculture et de l'alimentation, à France 2 le 9 octobre 2019, sur l'attentat terroriste au sein de la Préfecture de police de Paris, la question des pesticides, le suicide des agriculteurs et les indemnisations après l'incendie de l'usine Lubrizol à Rouen.",https://www.vie-publique.fr/discours/271020-didier-guillaume-09102019-politique-gouvernementale,Interview,Didier,Guillaume,2019-10-09T12:00:00Z,INSTITUTIONS,Ministre de l'agriculture et de l'alimentation Caroline Roux,271020
831,"Déclaration de M. Bruno Le Maire, ministre de l'économie et des finances, sur la gouvernance de Renault, les tensions économiques entre l'Europe et les États-Unis et la Zone euro, à Luxembourg le 9 octobre 2019.",https://www.vie-publique.fr/discours/271143-bruno-le-maire-09102019-politique-economique,Déclaration,Bruno,Le Maire,2019-10-09T12:00:00Z,ECONOMIE,Ministre de l'économie et des finances,271143
832,"Déclaration de Mme Geneviève Darrieussecq, secrétaire d'Etat auprès de la ministre des armées, sur l'exposition ""Les Canons de l'Elégance"", à Paris le 9 octobre 2019.",https://www.vie-publique.fr/discours/271141-genevieve-darrieussecq-09102019-militaire,Déclaration,Geneviève,Darrieussecq,2019-10-09T12:00:00Z,INTERNATIONAL,Secrétaire d'Etat auprès de la ministre des armées,271141
833,"Déclaration de Mme Geneviève Darrieussecq, secrétaire d'Etat auprès de la ministre des armées, sur l'assassinat en octobre 1934 du roi Alexandre de Yougoslavie et de Louis Barthou, à Marseille le 9 octobre 2019.",https://www.vie-publique.fr/discours/271139-genevieve-darrieussecq-09102019-france-serbie,Déclaration,Geneviève,Darrieussecq,2019-10-09T12:00:00Z,INTERNATIONAL,Secrétaire d'Etat auprès de la ministre des armées,271139
834,"Déclaration de M. Édouard Philippe, Premier ministre, sur les grandes orientations de la politique de l'immigration, au Sénat le 9 octobre 2019.",https://www.vie-publique.fr/discours/271224-edouard-philippe-9102019-politique-de-limmigration,Déclaration,Edouard,Philippe,2019-10-09T12:00:00Z,SOCIÉTÉ,Premier ministre,271224
835,"Déclaration de Mme Amélie de Montchalin, secrétaire d'Etat aux affaires européennes, sur la construction européenne et le Brexit, à l'Assemblée nationale le 9 octobre 2019.",https://www.vie-publique.fr/discours/271182-amelie-de-montchalin-09102019-union-europeenne,Déclaration,Amélie,de Montchalin,2019-10-09T12:00:00Z,INTERNATIONAL,Secrétaire d'Etat aux affaires européennes,271182
836,"Déclaration de Mme Christelle Dubos, secrétaire d'État à la santé, sur le lancement de la consultation citoyenne sur le revenu universel d'activité (RUA), Paris le 8 octobre 2019.",https://www.vie-publique.fr/discours/272934-christelle-dubos-08102019-consultation-citoyenne-sur-le-rua,Déclaration,Christelle,Dubos,2019-10-08T12:00:00Z,SOCIÉTÉ,Secrétaire d'État à la santé,272934
837,"Interview de M. Julien Denormandie, ministre chargé de la ville et du logement, à Public Sénat le 8 octobre 2019, sur l'attentat terroriste au sein de la Préfecture de police de Paris, la politique de l'immigration, la loi sur le statut de l'élu et la politique du logement.",https://www.vie-publique.fr/discours/271001-julien-denormandie-08102019-politique-gouvernementale,Interview,Julien,Denormandie,2019-10-08T12:00:00Z,INSTITUTIONS,Ministre chargé de la ville et du logement,271001
838,"Interview de Mme Marlène Schiappa, secrétaire d'Etat à l'égalité entre les femmes et les hommes, à France Bleu Nord le 8 octobre 2019, sur la prévention des violences conjugales, le déploiement du 3919 et le suivi des plaintes.",https://www.vie-publique.fr/discours/272821-marlene-schiappa-8102019-violences-conjugales,Interview,Marlène,Schiappa,2019-10-08T12:00:00Z,SOCIÉTÉ,Secrétaire d'Etat à l'égalité entre les femmes et les hommes,272821
839,"Déclaration de Mme Agnès Buzyn, ministre des solidarités et de la santé, sur la mise en œuvre de la feuille de route sur la prise en charge de l'obésité, notamment sur la nutrition et l'activité physique des personnes en surpoids, Paris le 8 octobre 2019.",https://www.vie-publique.fr/discours/271886-agnes-buzyn-08102019-obesite,Déclaration,Agnès,Buzyn,2019-10-08T12:00:00Z,SOCIÉTÉ,ministre des solidarités et de la santé,271886
840,"Interview de Mme Sibeth Ndiaye, secrétaire d'État, porte-parole du Gouvernement, à France 2 le 8 octobre 2019, sur les suites de l'attaque au couteau à la préfecture de police de Paris et la politique de l'immigration professionnelle.",https://www.vie-publique.fr/discours/272180-sibeth-ndiaye-8102019-enquete-attaque-couteau-prefecture-immigration,Interview,Sibeth,Ndiaye,2019-10-08T12:00:00Z,SOCIÉTÉ,"Secrétaire d'État, porte-parole du gouvernement",272180
841,"Déclarations de Mme Jacqueline Gourault, ministre de la cohésion des territoires et des relations avec les collectivités territoriales, et de M. Sébastien Lecornu, ministre chargé des collectivités territoriales, sur le projet de loi relatif à l'engagement dans la vie locale et à la proximité de l'action publique, au Sénat le 8 octobre 2019.",https://www.vie-publique.fr/discours/271181-jacqueline-gourault-08102019-collectivites-locales,Déclarations,Jacqueline,Gourault,2019-10-08T12:00:00Z,INSTITUTIONS,Ministre de la cohésion des territoires et des relations avec les collectivités territoriales Sébastien Lecornu,271181
842,"Déclaration de Mme Sibeth Ndiaye, secrétaire d'État, porte-parole du Gouvernement, en réponse à une question sur la politique des sanctions appliquée à l'encontre de l'Iran, à l'Assemblée nationale le 8 octobre 2019.",https://www.vie-publique.fr/discours/272181-sibeth-ndiaye-8102019-politique-des-sanctions-lencontre-de-liran,Déclaration,Sibeth,Ndiaye,2019-10-08T12:00:00Z,INTERNATIONAL,"Secrétaire d'État, porte-parole du gouvernement",272181
843,"Déclaration de Mme Florence Parly, ministre des armées, sur la vente d'avions Rafale à l'Inde, à Bordeaux le 8 octobre 2019.",https://www.vie-publique.fr/discours/271040-florence-parly-08102019-france-inde,Déclaration,Florence,Parly,2019-10-08T12:00:00Z,INTERNATIONAL,Ministre des armées,271040
844,"Déclaration de Mme Agnès Buzyn, ministre des solidarités et de la santé, sur la prise en charge de l'obésité, notamment par la nutrition et l'activité physique des personnes en surpoids, Paris le 8 octobre 2019.",https://www.vie-publique.fr/discours/272919-agnes-buzyn-08102019-prevention-et-prise-en-charge-de-lobesite,Déclaration,Agnès,Buzyn,2019-10-08T12:00:00Z,SOCIÉTÉ,Ministre des solidarités et de la santé,272919
845,"Déclaration de Mme Amélie de Montchalin, secrétaire d'Etat aux affaires européennes, sur la politique de l'immigration de l'Union européenne, à Luxembourg le 8 octobre 2019.",https://www.vie-publique.fr/discours/271039-amelie-de-montchalin-08102019-politique-de-limmigration,Déclaration,Amélie,de Montchalin,2019-10-08T12:00:00Z,SOCIÉTÉ,Secrétaire d'Etat aux affaires européennes,271039
846,"Déclaration de M. Marc Fesneau, ministre chargé des relations avec le Parlement, en réponse à une question sur la poursuite de la lutte contre le terrorisme islamiste, à l'Assemblée nationale le 8 octobre 2019.",https://www.vie-publique.fr/discours/272183-marc-fesneau-8102019-lutte-contre-terrorisme-islamiste-daech-syrie,Déclaration,Marc,Fesneau,2019-10-08T12:00:00Z,INTERNATIONAL,Ministre chargé des relations avec le Parlement,272183
847,"Déclaration à la presse de Mme Amélie de Montchalin, secrétaire d'Etat aux affaires européennes, sur la politique de l'immigration au sein de l'Union européenne, à Luxembourg le 8 octobre 2019.",https://www.vie-publique.fr/discours/271003-amelie-de-montchalin-08102019-politique-de-limmigration,Déclaration,Amélie,de Montchalin,2019-10-08T12:00:00Z,SOCIÉTÉ,Secrétaire d'Etat aux affaires européennes,271003
848,"Déclaration de M. Franck Riester, ministre de la culture, sur le secteur des médias et la communication audiovisuelle à l'heure du numérique, Paris le 8 octobre 2019.",https://www.vie-publique.fr/discours/272630-france-riester-08102019-communication-audiovisuelle,Déclaration,Franck,Riester,2019-10-08T12:00:00Z,SOCIÉTÉ,Ministre de la culture,272630
849,"Déclaration de M. Emmanuel Macron, Président de la République, en hommage aux victimes de l'attaque à la Préfecture de police de Paris, à Paris le 8 octobre 2019.",https://www.vie-publique.fr/discours/271002-emmanuel-macron-08102019-terrorisme,Déclaration,Emmanuel,Macron,2019-10-08T12:00:00Z,SOCIÉTÉ,Président de la République,271002
850,"Interview de Mme Élisabeth Borne, ministre de la transition écologique et solidaire, à BFM TV le 8 octobre 2019, sur l'incendie de l'usine Lubrizol à Rouen et l'épandage de pesticides à proximité des habitations.",https://www.vie-publique.fr/discours/272411-elisabeth-borne-8102019-incendie-lubrizol-epandage-pesticides,Interview,Elisabeth,Borne,2019-10-08T12:00:00Z,SOCIÉTÉ,Ministre de la transition écologique et solidaire,272411
851,"Déclaration de M. Édouard Philippe, Premier ministre, en réponse à une question sur la position de la France concernant le soutien aux forces kurdes de Syrie, à l'Assemblée nationale le 8 octobre 2019.",https://www.vie-publique.fr/discours/271225-edouard-philippe-8102019-soutien-aux-forces-kurdes-de-syrie,Déclaration,Edouard,Philippe,2019-10-08T12:00:00Z,INTERNATIONAL,Premier ministre,271225
852,"Déclaration de M. Franck Riester, ministre de la culture, sur les échanges culturels entre la France et la Chine, Nice le 7 octobre 2019.",https://www.vie-publique.fr/discours/272629-franck-riester-07102019-echanges-culturels-france-chine,Déclaration,Franck,Riester,2019-10-07T12:00:00Z,SOCIÉTÉ,Ministre de la culture,272629
853,"Déclaration de M. Jean-Baptiste Lemoyne, secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères, à la Radiotélévision sénégalaise le 7 octobre 2019, sur les relations franco-sénégalaises.",https://www.vie-publique.fr/discours/270997-jean-baptiste-lemoyne-07102019-france-senegal,Déclaration,Jean-Baptiste,Lemoyne,2019-10-07T12:00:00Z,INTERNATIONAL,Secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères,270997
854,"Déclaration de Mme Florence Parly, ministre des armées, sur le groupe Rafaut, un fournisseur d'équipements pour le secteur de la défense, à Valenciennes le 7 octobre 2019.",https://www.vie-publique.fr/discours/270995-florence-parly-07102019-industrie-darmement,Déclaration,Florence,Parly,2019-10-07T12:00:00Z,INTERNATIONAL,Ministre des armées,270995
855,"Déclaration de M. Édouard Philippe, Premier ministre, sur les grandes orientations de la politique de l'immigration, à l'Assemblée nationale le 7 octobre 2019.",https://www.vie-publique.fr/discours/271220-edouard-philippe-7102019-debat-politique-de-limmigration,Déclaration,Edouard,Philippe,2019-10-07T12:00:00Z,SOCIÉTÉ,Premier ministre,271220
856,"Déclaration de M. Édouard Philippe, Premier ministre, sur les enseignements du débat parlementaire au sujet de la stratégie des politiques migratoires en France et en Europe, à l'Assemblée nationale le 7 octobre 2019.",https://www.vie-publique.fr/discours/271223-edouard-philippe-7102019-politique-de-limmigration,Déclaration,Edouard,Philippe,2019-10-07T12:00:00Z,SOCIÉTÉ,Premier ministre,271223
857,"Déclaration de Mme Geneviève Darrieussecq, secrétaire d'Etat auprès de la ministre des armées, sur le ""plan famille"" et le ""plan hébergement"" en faveur des militaires, à Brest le 7 octobre 2019.",https://www.vie-publique.fr/discours/271138-genevieve-darrieussecq-07102019-militaire,Déclaration,Geneviève,Darrieussecq,2019-10-07T12:00:00Z,INTERNATIONAL,Secrétaire d'Etat auprès de la ministre des armées,271138
858,"Interview de M. Christophe Castaner, ministre de l'intérieur, à France Inter le 7 octobre 2019, sur l'assassinat de quatre policiers par un collègue radicalisé au sein de la préfecture de police de Paris.",https://www.vie-publique.fr/discours/270974-christophe-castaner-07102019-terrorisme,Interview,Christophe,Castaner,2019-10-07T12:00:00Z,SOCIÉTÉ,Ministre de l'intérieur Nicolas Demorand,270974
859,"Déclarations de MM. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, Christophe Castaner, ministre de l'intérieur et de Mme Agnès Buzyn, ministre des solidarités et de la santé, sur la politique migratoire de la France et de l'Europe, à l'Assemblée nationale le 7 octobre 2019.",https://www.vie-publique.fr/discours/270975-jean-yves-le-drian-07102019-politique-de-limmigration,Déclarations,Jean-Yves,Le Drian,2019-10-07T12:00:00Z,SOCIÉTÉ,Ministre de l'Europe et des affaires étrangères Christophe Castaner,270975
860,"Déclaration de M. Édouard Philippe, Premier ministre, sur les enjeux liés à la tenue de première convention citoyenne pour le climat et à la participation du Conseil économique, social et environnemental au débat, à Paris le 4 octobre 2019.",https://www.vie-publique.fr/discours/271219-edouard-philippe-4102019-convention-citoyenne-climat-cese,Déclaration,Edouard,Philippe,2019-10-04T12:00:00Z,SOCIÉTÉ,Premier ministre,271219
861,"Interview de Mme Sibeth Ndiaye, secrétaire d'État, porte-parole du Gouvernement, à France Info le 4 octobre 2019, sur l'attaque au couteau à la préfecture de police de Paris, les conditions de travail des policiers et la réforme des retraites.",https://www.vie-publique.fr/discours/272179-sibeth-ndiaye-4102019-attaque-couteau-prefecture-police-retraites,Interview,Sibeth,Ndiaye,2019-10-04T12:00:00Z,SOCIÉTÉ,"Secrétaire d'Etat, porte-parole du gouvernement",272179
862,"Déclaration de Mme Florence Parly, ministre des armées, sur les Forces aériennes stratégiques et la dissuasion nucléaire, à Saint-Dizier le 4 octobre 2019.",https://www.vie-publique.fr/discours/270971-florence-parly-04102019-forces-aeriennes-strategiques,Déclaration,Florence,Parly,2019-10-04T12:00:00Z,INTERNATIONAL,Ministre des armées,270971
863,"Interview de M. Jean-Baptiste Djebbari, secrétaire d'État aux transports, à CNews le 4 octobre 2019, notamment sur l'appel par des syndicats de la SNCF et de la RATP à une grève reconductible illimitée à partir du 5 décembre.",https://www.vie-publique.fr/discours/272047-jean-baptiste-djebbari-4102019-sncf-ratp-regime-de-retraites,Interview,Jean-Baptiste,Djebbari,2019-10-04T12:00:00Z,ECONOMIE,Secrétaire d'État aux transports,272047
864,"Déclaration de M. Emmanuel Macron, Président de la République, sur le journal ""La Montagne"", à Clermont-Ferrand le 4 octobre 2019.",https://www.vie-publique.fr/discours/270972-emmanuel-macronn-04102019-la-montagne,Déclaration,Emmanuel,Macron,2019-10-04T12:00:00Z,SOCIÉTÉ,Président de la République,270972
865,"Interview de M. Jean-Baptiste Djebbari, secrétaire d'État aux transports, à CNews le 4 octobre 2019, notamment sur l'appel par des syndicats de la SNCF et de la RATP à une grève reconductible illimitée à partir du 5 décembre.",https://www.vie-publique.fr/discours/271982-jean-baptiste-djebbari-4102019-sncf-ratp-reforme-des-retraites,Interview,Jean-Baptiste,Djebbari,2019-10-04T12:00:00Z,ECONOMIE,Secrétaire d'Etat aux transports,271982
866,"Déclaration de de Mme Brune Poirson, secrétaire d'État auprès de la ministre de la Transition écologique et solidaire, sur les grands axes du projet de loi anti-gaspillage et pour l'économie circulaire, à Nantes le 3 octobre 2019.",https://www.vie-publique.fr/discours/271265-brune-poirson-3102019-projet-loi-anti-gaspillage-economie-circulaire,Déclaration,Brune,Poirson,2019-10-03T12:00:00Z,SOCIÉTÉ,", Secrétaire d'État auprès de la ministre de la Transition écologique et solidaire",271265
867,"Déclaration de Mme Élisabeth Borne, ministre de la transition écologique et solidaire, sur la mise en œuvre du deuxième plan national d'adaptation au changement climatique (Pnacc 2), au Sénat le 3 octobre 2019.",https://www.vie-publique.fr/discours/272410-elisabeth-borne-3102019-mise-en-oeuvre-du-pnacc-2,Déclaration,Elisabeth,Borne,2019-10-03T12:00:00Z,SOCIÉTÉ,Ministre de la transition écologique et solidaire,272410
868,"Déclaration de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, sur l'Assemblée générale des Nations unies et le budget 2020 concernant son ministère, à l'Assemblée nationale le 3 octobre 2019.",https://www.vie-publique.fr/discours/271178-jean-yves-le-drian-03102019-politique-etrangere,Déclaration,Jean-Yves,Le Drian,2019-10-03T12:00:00Z,INTERNATIONAL,Ministre de l'Europe et des affaires étrangères,271178
869,"Interview de Mme Emmanuelle Wargon, secrétaire d'État auprès de la ministre de la transition écologique et solidaire, à Public Sénat le 3 octobre 2019, sur l'incendie de l'usine Lubrizol à Rouen et la fermeture de Fessenheim.",https://www.vie-publique.fr/discours/272347-emmanuelle-wargon-3102019-lubrizol-reacteurs-fessenheim,Interview,Emmanuelle,Wargon,2019-10-03T12:00:00Z,"SOCIÉTÉ
ECONOMIE",Secrétaire d'État auprès de la ministre de la transition écologique et solidaire,272347
870,"Interview de M. Laurent Nunez, secrétaire d'Etat auprès du ministre de l'intérieur, à Europe 1 le 3 octobre 2019, sur les revendications des policiers concernant leurs conditions de travail.",https://www.vie-publique.fr/discours/270963-laurent-nunez-03102019-policier,Interview,Laurent,Nunez,2019-10-03T12:00:00Z,SOCIÉTÉ,Secrétaire d'Etat auprès du ministre de l'intérieur,270963
871,"Déclaration de M. Adrien Taquet, secrétaire d'État chargé de la protection de l'enfance, sur les équipements de santé en Guyane et l'offre de soins, Paris le 3 octobre 2019.",https://www.vie-publique.fr/discours/273059-adrien-taquet-3102019-equipements-de-sante-guyane-offre-de-soins,Déclaration,Adrien,Taquet,2019-10-03T12:00:00Z,SOCIÉTÉ,Secrétaire d'État chargé de la protection de l'enfance,273059
872,"Déclaration de M. Bruno Le Maire, ministre de l'économie et des finances, sur les efforts du gouvernement en faveur du développement de l'intelligence artificielle, à Paris le 3 octobre 2019.",https://www.vie-publique.fr/discours/270933-bruno-le-maire-03102019-intelligence-artificielle,Déclaration,Bruno,Le Maire,2019-10-03T12:00:00Z,SOCIÉTÉ,Ministre de l'économie et des finances,270933
873,"Interview de M. Jean-Michel Blanquer, ministre de l'éducation nationale et de la jeunesse à RTL le 3 octobre 2019, sur le suicide d'une directrice d'école à Pantin et la laïcité.",https://www.vie-publique.fr/discours/272984-jean-michel-blanquer-03102019-suicide-directrice-ecole-pantin-laicite,Interview,Jean-Michel,Blanquer,2019-10-03T12:00:00Z,SOCIÉTÉ,Ministre de l'éducation nationale et de la jeunesse,272984
