,titre,link,speech_type,prenom,nom,date,theme,fonct,unique_id
508,"Déclaration de M. Emmanuel Macron, président de la République, sur l'action du gouvernement en faveur des collectivités locales et de l'aménagement du territoire, à Paris le 19 novembre 2019.",https://www.vie-publique.fr/discours/271985-emmanuel-macron-19112019-amenagement-du-territoire,Déclaration,Emmanuel,Macron,2019-11-19T12:00:00Z,SOCIÉTÉ,Président de la République,271985
509,"Interview de M. Sébastien Lecornu, ministre chargé des collectivités territoriales, à France Inter le 19 novembre 2019, sur les relations entre le gouvernement et les maires.",https://www.vie-publique.fr/discours/271962-sebastien-lecornu-19112019-maire,Interview,Sébastien,Lecornu,2019-11-19T12:00:00Z,INSTITUTIONS,Ministre chargé des collectivités territoriales Léa Salame,271962
510,"Déclaration de M. Bruno Le Maire, ministre de l'économie et des finances, sur les efforts du gouvernement en faveur de l'innovation, à Paris le 19 novembre 2019.",https://www.vie-publique.fr/discours/271987-bruno-le-maire-19112019-innovation,Déclaration,Bruno,Le Maire,2019-11-19T12:00:00Z,SOCIÉTÉ,Ministre de l'économie et des finances,271987
511,"Interview de Mme Jacqueline Gourault, ministre de la cohésion des territoires et des relations avec les collectivités territoriales, à Radio Classique le 19 novembre 2019, sur les relations entre l'État et les collectivités locales.",https://www.vie-publique.fr/discours/271961-jacqueline-gourault-19112019-collectivites-locales,Interview,Jacqueline,Gourault,2019-11-19T12:00:00Z,INSTITUTIONS,Ministre de la cohésion des territoires et des relations avec les collectivités territoriales Guillaume Durand,271961
512,"Déclaration de M. Jean-Baptiste Djebbari, secrétaire d'État aux transports, sur les grandes orientations du projet de loi sur les mobilités, à l'Assemblée nationale le 19 novembre 2019.",https://www.vie-publique.fr/discours/272079-jean-baptiste-djebbari-19112019-projet-de-loi-sur-les-mobilites,Déclaration,Jean-Baptiste,Djebbari,2019-11-19T12:00:00Z,ECONOMIE,Secrétaire d'Etat aux transports,272079
513,"Interview de M. Olivier Dussopt, secrétaire d'État auprès du ministre de l'action et des comptes publics, à BFM Business le 19 novembre 2019, sur le rapport du Conseil d'orientation des retraites, la réforme des retraites, le plan pour l'hôpital et la taxe d'habitation.",https://www.vie-publique.fr/discours/271960-olivier-dussopt-19112019-retraite,Interview,Olivier,Dussopt,2019-11-19T12:00:00Z,SOCIÉTÉ,Secrétaire d'État auprès du ministre de l'action et des comptes publics Hedwige Chevrillon,271960
514,"Déclaration de Mme Emmanuelle Wargon, secrétaire d'État auprès de la ministre de la transition écologique et solidaire, sur la mise en place de solutions de transport collectif gratuits et de tarification solidaire, au Sénat le 19 novembre 2019.",https://www.vie-publique.fr/discours/272355-emmanuelle-wargon-19112019-transport-collectif-gratuit-solidaire-debat,Déclaration,Emmanuelle,Wargon,2019-11-19T12:00:00Z,ECONOMIE,Secrétaire d'État auprès de la ministre de la transition écologique et solidaire,272355
515,"Interview de Mme Emmanuelle Wargon, secrétaire d'État auprès de la ministre de la transition écologique et solidaire, à LCI le 19 novembre 2019, sur l'effondrement du pont de Mirepoix-sur-Tarn et le futur de l'usine Lubrizol de Rouen.",https://www.vie-publique.fr/discours/272354-emmanuelle-wargon-19112019-pont-mirepoix-sur-tarn-lubrizol-rouen,Interview,Emmanuelle,Wargon,2019-11-19T12:00:00Z,ECONOMIE,Secrétaire d'État auprès de la ministre de la transition écologique et solidaire,272354
516,"Interview de Mme Frédérique Vidal, ministre de l'enseignement supérieur, de la recherche et de l'innovation, à RTL le 19 novembre 2019, sur la précarité des étudiants, la mise en place d'un numéro d'urgence et l'engagement étudiant.",https://www.vie-publique.fr/discours/272434-frederique-vidal-19112019-precarite-des-etudiants,Interview,Frédérique,Vidal,2019-11-19T12:00:00Z,SOCIÉTÉ,"Ministre de l'enseignement supérieur, de la recherche et de l'innovation",272434
517,"Interview de Mme Geneviève Darrieussecq, secrétaire d'État auprès de la ministre des armées, à LCI le 18 novembre 2019, sur les actes de vandalisme contre la stèle en hommage au maréchal Juin et la violence dans les manifestations.",https://www.vie-publique.fr/discours/271932-genevieve-darrieussecq,Interview,Geneviève,Darrieussecq,2019-11-18T12:00:00Z,SOCIÉTÉ,Secrétaire d'État auprès de la ministre des armées,271932
518,"Déclaration de M. Olivier Dussopt, secrétaire d'État auprès du ministre de l'action et des comptes publics, sur le projet de loi de finances rectificative pour 2019, au Sénat le 18 novembre 2019.",https://www.vie-publique.fr/discours/272002-olivier-dussopt-18112019-loi-de-finances-rectificative-pour-2020,Déclaration,Olivier,Dussopt,2019-11-18T12:00:00Z,ECONOMIE,Secrétaire d'État auprès du ministre de l'action et des comptes publics,272002
519,"Déclaration de M. Emmanuel Macron, président de la République, sur les relations franco-danoises et sur la construction européenne, à Paris le 18 novembre 2019.",https://www.vie-publique.fr/discours/271983-emmanuel-macron-18112019-france-danemark,Déclaration,Emmanuel,Macron,2019-11-18T12:00:00Z,INTERNATIONAL,Président de la République,271983
520,"Déclaration de M. Édouard Philippe, Premier ministre, sur la lutte contre les groupes djihadistes dans l'Afrique subsaharienne, à Dakar le 18 novembre 2019.",https://www.vie-publique.fr/discours/271873-edouard-philippe-18112019-lutte-anti-djihad-afrique-subsaharienne,Déclaration,Edouard,Philippe,2019-11-18T12:00:00Z,SOCIÉTÉ,Premier ministre,271873
521,"Interview de Mme Emmanuelle Wargon, secrétaire d'État auprès de la ministre de la transition écologique et solidaire, à CNews le 18 novembre 2019, sur les agro-carburants, le glyphosate et les seuils d'émissions de gaz à effet de serre.",https://www.vie-publique.fr/discours/272352-emmanuelle-wargon-18112019-huile-palme-glyphosate-gaz-effet-de-serre,Interview,Emmanuelle,Wargon,2019-11-18T12:00:00Z,SOCIÉTÉ,Secrétaire d'État auprès de la ministre de la transition écologique et solidaire,272352
522,"Interview de M. Olivier Dussopt, secrétaire d'État auprès du ministre de l'action et des comptes publics, à Sud radio le 18 novembre 2019, sur la politique économique du gouvernement.",https://www.vie-publique.fr/discours/271951-olivier-dussopt-18112019-politique-economique,Interview,Olivier,Dussopt,2019-11-18T12:00:00Z,ECONOMIE,Secrétaire d'État auprès du ministre de l'action et des comptes publics Patrick Roger,271951
523,"Déclarations de Mme Jacqueline Gourault, ministre de la cohésion des territoires et des relations avec les collectivités territoriales, et M. Sébastien Lecornu, ministre chargé des collectivités territoriales, sur le projet de loi relatif à l'engagement dans la vie locale et à la proximité de l'action publique, à l'Assemblée nationale le 18 novembre 2019.",https://www.vie-publique.fr/discours/271981-jacqueline-gourault-18112019-elu-local,Déclarations,Jacqueline,Gourault,2019-11-18T12:00:00Z,INSTITUTIONS,Ministre de la cohésion des territoires et des relations avec les collectivités territoriales Sébastien Lecornu,271981
524,"Déclaration de Mme Annick Girardin, ministre des outre-mer, sur les efforts du gouvernement en faveur de l'Outre-mer, à Paris le 18 novembre 2019.",https://www.vie-publique.fr/discours/271952-annick-girardin-18112019-outre-mer,Déclaration,Annick,Girardin,2019-11-18T12:00:00Z,INSTITUTIONS,Ministre des outre-mer,271952
525,"Interview de Mme Jacqueline Gourault, ministre de la cohésion des territoires et des relations avec les collectivités territoriales, sur le site internet du Mouvement démocrate le 18 novembre 2019, sur les relations entre l'État et les collectivités locales.",https://www.vie-publique.fr/discours/271953-jacqueline-gourault-18112019-collectivites-territoriales,Interview,Jacqueline,Gourault,2019-11-18T12:00:00Z,INSTITUTIONS,"Ministre de la cohésion des territoires et des relations avec les collectivités territoriales,",271953
526,"Déclaration de M. Emmanuel Macron, président de la République, sur la remise de la Légion d'honneur à quatre personnalités en raison de leur engagement pour l'intérêt général, à Paris le 18 novembre 2019.",https://www.vie-publique.fr/discours/271956-emmanuel-macron-18112019-legion-dhonneur,Déclaration,Emmanuel,Macron,2019-11-18T12:00:00Z,INSTITUTIONS,Président de la République,271956
527,"Déclaration de M. Christophe Castaner, ministre de l'intérieur, sur la lutte contre l'antisémitisme, à Paris le 17 novembre 2019.",https://www.vie-publique.fr/discours/272140-christophe-castaner-17112019-antisemitisme,Déclaration,Christophe,Castaner,2019-11-17T12:00:00Z,INSTITUTIONS,Ministre de l'intérieur,272140
528,"Déclaration de M. Édouard Philippe, Premier ministre, sur les relations bilatérales entre la France et le Sénégal, le politique de l'immigration et la lutte anti-djihadiste au Sahel, à Dakar le 17 novembre 2019.",https://www.vie-publique.fr/discours/271866-edouard-philippe-17112019-senegal-immigration-lutte-anti-djihad-sahel,Déclaration,Edouard,Philippe,2019-11-17T12:00:00Z,INTERNATIONAL,Premier ministre,271866
529,"Déclaration de Mme Geneviève Darrieussecq, secrétaire d'État auprès de la ministre des armées, sur le 75ème anniversaire de la Libération de Strasbourg, à Strasbourg le 17 novembre 2019.",https://www.vie-publique.fr/discours/272034-genevieve-darrieussecq-17112019-deuxieme-guerre-mondiale,Déclaration,Geneviève,Darrieussecq,2019-11-17T12:00:00Z,INTERNATIONAL,Secrétaire d'État auprès de la ministre des armées,272034
530,"Déclaration de M. Édouard Philippe, Premier ministre, sur les enjeux du 4ème séminaire intergouvernemental entre la France et le Sénégal, la coopération économique, culturelle et la sécurité régionale, à Dakar le 17 novembre 2019.",https://www.vie-publique.fr/discours/271870-edouard-philippe-17112019-seminaire-intergouvernemental-au-senegal,Déclaration,Edouard,Philippe,2019-11-17T12:00:00Z,INTERNATIONAL,Premier ministre,271870
531,"Déclaration de M. Bruno Le Maire, ministre de l'économie et des finances, sur la politique économique, à Ecully le 15 novembre 2019.",https://www.vie-publique.fr/discours/272014-bruno-le-maire-15112019-politique-economique,Déclaration,Bruno,Le Maire,2019-11-15T12:00:00Z,ECONOMIE,Ministre de l'économie et des finances,272014
532,"Déclaration de M. Édouard Philippe, Premier ministre, sur l'annonce d'une série de mesures fiscales ou en faveur de l'investissement dans le cadre de la stratégie de reconquête industrielle, à Marseille le 15 novembre 2019.",https://www.vie-publique.fr/discours/271863-edouard-philippe-15112019-strategie-de-reconquete-industrielle,Déclaration,Edouard,Philippe,2019-11-15T12:00:00Z,ECONOMIE,Premier ministre,271863
533,"Interview de M. Jean-Baptiste Djebbari, secrétaire d'État aux transports, à Europe 1 le 15 novembre 2019, sur la situation sociale et la réforme des retraites.",https://www.vie-publique.fr/discours/272076-jean-baptiste-djebbari-15112019-situation-sociale-reforme-retraites,Interview,Jean-Baptiste,Djebbari,2019-11-15T12:00:00Z,"ECONOMIE
SOCIÉTÉ",Secrétaire d'État aux transports,272076
534,"Déclaration de M. Édouard Philippe, Premier ministre, sur la convention de partenariat entre l’État et la fondation pour la mémoire de l’esclavage et la création d'un mémorial pour les victimes de l'esclavage, à Paris le 15 novembre 2019.",https://www.vie-publique.fr/discours/271861-edouard-philippe-15112019-memorial-pour-les-victimes-de-lesclavage,Déclaration,Edouard,Philippe,2019-11-15T12:00:00Z,INSTITUTIONS,Premier ministre,271861
535,"Interview de Mme Nicole Belloubet, garde des sceaux, ministre de la justice, à LCI le 15 novembre 209, sur les violences sexuelles, les féminicides et le retour des djihadistes français.",https://www.vie-publique.fr/discours/271928-nicole-belloubet-15112019-politique-judiciaire,Interview,Nicole,Belloubet,2019-11-15T12:00:00Z,INSTITUTIONS,Ministre de la justice Elisabeth Matichoux,271928
536,"Interview de M. Jean-Michel Blanquer, ministre de l'éducation nationale et de la jeunesse, à France Info le 15 novembre 2019, sur la précarité étudiante, la réforme du bac et la retraite des enseignants.",https://www.vie-publique.fr/discours/272168-jean-michel-blanquer-15112019-precarite-etudiante-bac-retraite,Interview,Jean-Michel,Blanquer,2019-11-15T12:00:00Z,SOCIÉTÉ,Ministre de l'éducation nationale et de la jeunesse,272168
537,"Interview de M. Olivier Dussopt, secrétaire d'État auprès du ministre de l'action et des comptes publics, à BFMTV le 15 novembre 2019, sur le plan pour l'hôpital et le réforme des retraites.",https://www.vie-publique.fr/discours/271929-olivier-dussopt-15112019-fonction-publique,Interview,Olivier,Dussopt,2019-11-15T12:00:00Z,INSTITUTIONS,Secrétaire d'État auprès du ministre de l'action et des comptes publics Jean-Jacques Bourdin,271929
538,"Interview de M. Laurent Nunez, secrétaire d'État auprès du ministre de l'intérieur, à France 2 le 15 novembre 2019, sur le maintien de l'ordre face aux manifestations de ""Gilets jaunes"" et la laïcité.",https://www.vie-publique.fr/discours/271930-laurent-nunez-15112019-ordre-public,Interview,Laurent,Nunez,2019-11-15T12:00:00Z,SOCIÉTÉ,Secrétaire d'État auprès du ministre de l'intérieur Guillaume Daret,271930
539,"Déclaration de M. Franck Riester, ministre de la culture, sur la lutte contre les violences sexistes et sexuelles et l'égalité femmes-hommes dans le 7e art, le 14 novembre 2019.",https://www.vie-publique.fr/discours/272315-franck-riester-14112019-lutte-contre-les-violences-sexistes,Déclaration,Franck,Riester,2019-11-14T12:00:00Z,SOCIÉTÉ,Ministre de la culture,272315
540,"Déclaration de Mme Élisabeth Borne, ministre de la transition écologique et solidaire, sur la défense et la recomposition spatiale des littoraux et la protection de la biodiversité au sein d'aires marines protégées, à Paris le 14 novembre 2019.",https://www.vie-publique.fr/discours/272423-elisabeth-borne-14112019-protection-du-littoral-et-des-aires-marines,Déclaration,Elisabeth,Borne,2019-11-14T12:00:00Z,SOCIÉTÉ,Ministre de la transition écologique et solidaire,272423
541,"Interview de Mme Muriel Pénicaud, ministre du travail, à Europe 1 le 11 novembre 2019, sur l'évolution du taux de chômage, la formation et le travail de nuit.",https://www.vie-publique.fr/discours/272617-muriel-penicaud-1112019-taux-de-chomage-la-formation-travail-de-nuit,Interview,Muriel,Penicaud,2019-11-14T12:00:00Z,ECONOMIE,Ministre du travail,272617
542,"Message de M. Emmanuel Macron, président de la République, adressé aux personnels hospitaliers, sur un plan d'urgence pour l'hôpital, le 14 novembre 2019.",https://www.vie-publique.fr/discours/271913-emmanuel-macron-14112019-hopital,Message,Emmanuel,Macron,2019-11-14T12:00:00Z,SOCIÉTÉ,Président de la République,271913
543,"Déclaration de Mme Roxana Maracineanu, ministre des sports, sur le lancement de la campagne « Start to talk », à Strasbourg le 14 novembre 2019.",https://www.vie-publique.fr/discours/272469-roxana-maracineanu-14112019-lancement-de-la-campagne-start-talk,Déclaration,Roxana,Maracineanu,2019-11-14T12:00:00Z,SOCIÉTÉ,Ministre des sports,272469
544,"Déclaration à la presse de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, sur la lutte contre le groupe terroriste Daech, à Washington le 14 novembre 2019.",https://www.vie-publique.fr/discours/271950-jean-yves-le-drian-14112019-terrorisme,Déclaration,Jean-Yves,Le Drian,2019-11-14T12:00:00Z,SOCIÉTÉ,Ministre de l'Europe et des affaires étrangères,271950
545,"Déclaration de M. Jean-Michel Blanquer, ministre de l'éducation nationale et de la jeunesse, sur les grandes priorités de la France dans les domaines de compétence de l’UNESCO, Paris le 14 novembre 2019.",https://www.vie-publique.fr/discours/272159-jean-michel-blanquer-14112019-priorites-de-la-france-unesco,Déclaration,Jean-Michel,Blanquer,2019-11-14T12:00:00Z,SOCIÉTÉ,Ministre de l'éducation nationale et de la jeunesse,272159
546,"Déclaration de Mme Florence Parly, ministre des armées, sur la cyberdéfense, à Paris le 14 novembre 2019.",https://www.vie-publique.fr/discours/272028-florence-parly-14112019-cyberdefense,Déclaration,Florence,Parly,2019-11-14T12:00:00Z,INTERNATIONAL,Ministre des armées,272028
547,"Déclaration de M. Adrien Taquet, secrétaire d'État chargé de la protection de l'enfance, sur le rôle important du Conseil de l’Europe en matière de droit des enfants, à Strasbourg le 13 novembre 2019.",https://www.vie-publique.fr/discours/273010-adrien-taquet-13112019-droit-des-enfants,Déclaration,Adrien,Taquet,2019-11-13T12:00:00Z,SOCIÉTÉ,Secrétaire d'État chargé de la protection de l'enfance,273010
548,"Déclaration de M. Jean-Baptiste Lemoyne, secrétaire d'État auprès du ministre de l'Europe et des affaires étrangères, en réponse à une question sur le Cambodge, au sénat le 13 novembre 2019.",https://www.vie-publique.fr/discours/271858-jean-baptiste-lemoyne-13112019-france-cambodge,Déclaration,Jean-Baptiste,Lemoyne,2019-11-13T12:00:00Z,INTERNATIONAL,Secrétaire d'État auprès du ministre de l'Europe et des affaires étrangères,271858
549,"Déclaration de Mme Geneviève Darrieussecq, secrétaire d'État auprès de la ministre des armées, sur les recours en matière de pension militaire d'invalidité, à Paris le 13 novembre 2019.",https://www.vie-publique.fr/discours/272033-genevieve-darrieussecq-13112019-pension-militaire-dinvalidite,Déclaration,Geneviève,Darrieussecq,2019-11-13T12:00:00Z,INTERNATIONAL,Secrétaire d'État auprès de la ministre des armées,272033
550,"Déclaration de Mme Florence Parly, ministre des armées, en réponse à une question sur l'avenir de l'OTAN, au Sénat le 13 novembre 2019.",https://www.vie-publique.fr/discours/271949-florence-parly-13112019-otan,Déclaration,Florence,Parly,2019-11-13T12:00:00Z,INTERNATIONAL,Ministre des armées,271949
551,"Déclaration de M. Gérald Darmanin, ministre de l'action et des comptes publics, sur le projet de loi de finances rectificative pour 2019, à l'Assemblée nationale le 13 novembre 2019.",https://www.vie-publique.fr/discours/271977-gerald-darmanin-13112019-budget-de-letat,Déclaration,Gérald,Darmanin,2019-11-13T12:00:00Z,ECONOMIE,Ministre de l'action et des comptes publics,271977
552,"Déclaration de Mme Florence Parly, ministre des armées, en réponse à une question sur l'OTAN, au Sénat le 13 novembre 2019.",https://www.vie-publique.fr/discours/271948-florence-parly-13112019-otan,Déclaration,Florence,Parly,2019-11-13T12:00:00Z,INTERNATIONAL,Ministre des armées,271948
553,"Déclaration de M. Olivier Dussopt, secrétaire d'État auprès du ministre de l'action et des comptes publics, en réponse à une question sur la fiscalité transfrontalière avec le Luxembourg, au Sénat le 13 novembre 2019.",https://www.vie-publique.fr/discours/271946-olivier-dussopt-13112019-france-luxembourg,Déclaration,Olivier,Dussopt,2019-11-13T12:00:00Z,INTERNATIONAL,Secrétaire d'État auprès du ministre de l'action et des comptes publics,271946
554,"Déclaration de Mme Amélie de Montchalin, secrétaire d'État aux affaires européennes, en réponse à une question sur la politique de l'Union européenne en matière de pêche, au Sénat le 13 novembre 2019.",https://www.vie-publique.fr/discours/271880-amelie-de-montchalin-13112019-peche-maritime,Déclaration,Amélie,de Montchalin,2019-11-13T12:00:00Z,ECONOMIE,Secrétaire d'État aux affaires européennes,271880
555,"Déclaration de Mme Amélie de Montchalin, secrétaire d'État aux affaires européennes, en réponse à une question sur la lutte contre la surpêche et la préservation des ressources halieutiques, au Sénat le 13 novembre 2019.",https://www.vie-publique.fr/discours/271882-amelie-de-montchalin-13112019-peche-maritime,Déclaration,Amélie,de Montchalin,2019-11-13T12:00:00Z,ECONOMIE,Secrétaire d'État aux affaires européennes,271882
556,"Interview de M. Laurent Nunez, secrétaire d'État auprès du ministre de l'intérieur, à France Inter le 13 novembre 2019, sur la lutte contre le terrorisme, les conflits sociaux et les féminicides.",https://www.vie-publique.fr/discours/271883-laurent-nunez-13112019-terrorisme,Interview,Laurent,Nunez,2019-11-13T12:00:00Z,SOCIÉTÉ,Secrétaire d'État auprès du ministre de l'intérieur Léa Salame,271883
557,"Interview de Mme Amélie de Montchalin, secrétaire d'État aux affaires européennes, à Public Sénat le 13 novembre 2019, sur la précarité étudiante, les commissaires européens, le Brexit, le renvoi par la Turquie de djihadistes, la construction européenne, le déficit budgétaire et la proportionnelle intégrale.",https://www.vie-publique.fr/discours/271816-amelie-de-montchalin-13112019-union-europeenne,Interview,Amélie,de Montchalin,2019-11-13T12:00:00Z,INTERNATIONAL,Secrétaire d'État aux affaires européennes,271816
558,"Déclaration de M. Franck Riester, ministre de la culture, sur la mission ""Culture"" du projet de loi de finance pour 2020, à l'Assemblée nationale le 12 novembre 2019.",https://www.vie-publique.fr/discours/272310-franck-riester-12112019-culture-projet-de-loi-de-finance-pour-2020,Déclaration,Franck,Riester,2019-11-12T12:00:00Z,SOCIÉTÉ,Ministre de la culture,272310
559,"Déclaration de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, sur le multilatéralisme et les enjeux du numérique, à Paris le 12 novembre 2019.",https://www.vie-publique.fr/discours/271910-jean-yves-le-drian-12112019-relations-internationales,Déclaration,Jean-Yves,Le Drian,2019-11-12T12:00:00Z,INTERNATIONAL,Ministre de l'Europe et des affaires étrangères,271910
560,"Déclarations de Mme Agnès Pannier-Runacher, secrétaire d'État économie et finances, et M. Marc Fesneau, ministre chargé des relations avec le Parlement, sur le projet de loi de finances pour 2020, à l'Assemblée nationale le 12 novembre 2019.",https://www.vie-publique.fr/discours/272247-agnes-pannier-runacher-marc-feseau-12112019-budget-2020,Déclarations,Agnès,Pannier-Runacher,2019-11-12T12:00:00Z,ECONOMIE,Secrétaire d'Etat auprès du ministre de l'économie et des finances Marc Fesneau,272247
561,"Déclaration de M. Emmanuel Macron, président de la République, sur le multilatéralisme, à Paris le 12 novembre 2019.",https://www.vie-publique.fr/discours/271849-emmanuel-macron-12112019-multilateralisme,Déclaration,Emmanuel,Macron,2019-11-12T12:00:00Z,INTERNATIONAL,Président de la République,271849
562,"Interview de M. Jean-Michel Blanquer, ministre de l'éducation nationale et de la jeunesse, à RFI le 12 novembre 2019, sur les relations internationales, les partenariats et le rôle de l'éducation dans le monde.",https://www.vie-publique.fr/discours/272158-jean-michel-blanquer-12112019-relations-internationales-partenariats,Interview,Jean-Michel,Blanquer,2019-11-12T12:00:00Z,SOCIÉTÉ,Ministre de l'éducation nationale et de la jeunesse,272158
563,"Déclaration de Mme Agnès Buzyn, ministre des solidarités et de la santé, sur le projet de loi de financement de la sécurité sociale (PLFSS) pour 2020, à Paris le 12 novembre 2019.",https://www.vie-publique.fr/discours/272062-mme-agnes-buzyn-12112019-plfss,Déclaration,Agnès,Buzyn,2019-11-12T12:00:00Z,SOCIÉTÉ,Ministre des solidarités et de la santé,272062
564,"Déclaration de M. Olivier Dussopt, secrétaire d'État auprès du ministre de l'action et des comptes publics, sur le financement de la sécurité sociale pour 2020, au Sénat le 12 novembre 2019.",https://www.vie-publique.fr/discours/272001-olivier-dussopt-12112019-financement-de-la-securite-sociale-pour-2020,Déclaration,Olivier,Dussopt,2019-11-12T12:00:00Z,SOCIÉTÉ,Secrétaire d'État auprès du ministre de l'action et des comptes publics,272001
565,"Déclaration de Mme Amélie de Montchalin, secrétaire d'État aux affaires européennes, en réponse à une question sur la situation à Haïti, à l'Assemblée nationale le 12 novembre 2019.",https://www.vie-publique.fr/discours/271779-amelie-de-montchalin-12112019-france-haiti,Déclaration,Amélie,de Montchalin,2019-11-12T12:00:00Z,INTERNATIONAL,Secrétaire d'État aux affaires européennes,271779
566,"Déclarations de Mme Agnès Pannier-Runacher, secrétaire d'État auprès du ministre de l'économie et des finances, et M. Marc Fesneau, ministre chargé des relations avec le Parlement, sur le budget 2020, à l'Assemblée nationale le 12 novembre 2019.",https://www.vie-publique.fr/discours/271976-agnes-pannier-runacher-12112019-budget-2020,Déclarations,Agnès,Pannier-Runacher,2019-11-12T12:00:00Z,INSTITUTIONS,Secrétaire d'État auprès du ministre de l'économie et des finances Marc Fesneau,271976
567,"Interview de M. Jean-Baptiste Lemoyne, secrétaire d'État auprès du ministre de l'Europe et des affaires étrangères, à LCI le 12 novembre 2019, sur la politique du tourisme.",https://www.vie-publique.fr/discours/271847-jean-baptiste-lemoyne-12112019-politique-du-tourisme,Interview,Jean-Baptiste,Lemoyne,2019-11-12T12:00:00Z,ECONOMIE,Secrétaire d'État auprès du ministre de l'Europe et des affaires étrangères,271847
568,"Interview de M. Jean-Paul Delevoye, haut-commissaire chargé des retraites, délégué auprès de la ministre des solidarités et de la santé, à BFMTV le 12 novembre 2019, sur la réforme des retraites.",https://www.vie-publique.fr/discours/272377-jean-paul-delevoye-12112019-reforme-des-retraites,Interview,Jean-Paul,Delevoye,2019-11-12T12:00:00Z,SOCIÉTÉ,"Haut-commissaire chargé des retraites, délégué auprès de la ministre des solidarités et de la santé",272377
569,"Déclaration de M. Laurent Nunez, secrétaire d'État auprès du ministre de l'intérieur, en réponse à une question sur la politique migratoire, à l'Assemblée nationale le 12 novembre 2019.",https://www.vie-publique.fr/discours/271846-laurent-nunez-12112019-politique-de-limmigration,Déclaration,Laurent,Nunez,2019-11-12T12:00:00Z,SOCIÉTÉ,Secrétaire d'État auprès du ministre de l'intérieur,271846
570,"Déclaration de Mme Amélie de Montchalin, secrétaire d'État aux affaires européennes, en réponse à une question sur la Bolivie, à l'Assemblée nationale le 12 novembre 2019.",https://www.vie-publique.fr/discours/271778-amelie-de-montchalin-12112019-france-bolivie,Déclaration,Amélie,de Montchalin,2019-11-12T12:00:00Z,INTERNATIONAL,Secrétaire d'État aux affaires européennes,271778
571,"Déclaration de M. Christophe Castaner, ministre de l'intérieur, en réponse à une question sur le retour de djihadistes en France, à l'Assemblée nationale le 12 novembre 2019.",https://www.vie-publique.fr/discours/271845-christophe-castaner-12112019-terrorisme,Déclaration,Christophe,Castaner,2019-11-12T12:00:00Z,SOCIÉTÉ,Ministre de l'intérieur,271845
572,"Message de Mme Geneviève Darrieussecq, secrétaire d'État auprès de la ministre des armées, à l'occasion de la Journée nationale de commémoration de la Victoire et de la Paix, le 11 novembre 2019.",https://www.vie-publique.fr/discours/272027-genevieve-darrieussecq-11112019-premiere-guerre-mondiale,Message,Geneviève,Darrieussecq,2019-11-11T12:00:00Z,INTERNATIONAL,Secrétaire d'État auprès de la ministre des armées,272027
573,"Déclaration de M. Emmanuel Macron, président de la République, en hommage aux morts pour la France en opérations extérieures, à Paris le 11 novembre 2019.",https://www.vie-publique.fr/discours/271775-emmanuel-macron-11112019-intervention-militaire,Déclaration,Emmanuel,Macron,2019-11-11T12:00:00Z,INTERNATIONAL,Président de la République,271775
574,"Déclaration de Mme Amélie de Montchalin, secrétaire d'État aux affaires européennes, sur la politique étrangère de l'Union européenne, à Bruxelles le 11 novembre 2019.",https://www.vie-publique.fr/discours/271776-amelie-de-montchalin-11112019-politique-etrangere-de-lue,Déclaration,Amélie,de Montchalin,2019-11-11T12:00:00Z,INTERNATIONAL,Secrétaire d'État aux affaires européennes,271776
575,"Déclaration de Mme Agnès Buzyn, ministre des solidarités et de la santé,sur la mission ""Santé, solidarité, insertion et égalité des chances"" du projet de loi de finances pour 2020, à l'Assemblée nationale le 7 novembre 2019.",https://www.vie-publique.fr/discours/272069-agnes-buzyn-7112019-projet-de-loi-de-finances-pour-2020,Déclaration,Agnès,Buzyn,2019-11-08T12:00:00Z,SOCIÉTÉ,Ministre des solidarités et de la santé,272069
576,"Déclaration de M. Jean-Michel Blanquer, ministre de l'éducation nationale et de la jeunesse, sur les investissements d'avenir dans l'éducation et la formation, Bruxelles le 8 novembre 2019.",https://www.vie-publique.fr/discours/271914-jean-michel-blanquer-8112019-investissements-davenir-education,Déclaration,Jean-Michel,Blanquer,2019-11-08T12:00:00Z,SOCIÉTÉ,Ministre de l'éducation nationale et de la jeunesse,271914
577,"Déclaration de Mme Roxana Maracineanu, ministre des sports, et M. Gabriel Attal, secrétaire d'Etat auprès du ministre de l'Éducation nationale et de la jeunesse, sur le budget 2020 pour le sport, le 8 novembre 2019.",https://www.vie-publique.fr/discours/272470-roxana-maracineanu-gabriel-attal-8112019-budget-2020-sport,Déclaration,Roxana,Maracineanu,2019-11-08T12:00:00Z,SOCIÉTÉ,Ministre des sports Gabriel Attal,272470
578,"Déclaration de Mme Jacqueline Gourault, ministre de la cohésion des territoires et des relations avec les collectivités territoriales, sur le projet de loi de finances pour 2020 relatif aux relations avec les collectivités territoriales, à l'Assemblée nationale le 8 novembre 2019.",https://www.vie-publique.fr/discours/271844-jacqueline-gourault-08112019-relations-collectivites-territoriales,Déclaration,Jacqueline,Gourault,2019-11-08T12:00:00Z,INSTITUTIONS,Ministre de la cohésion des territoires et des relations avec les collectivités territoriales,271844
